auction_date,security_id,maturity_date,settlement_date,years_to_maturity,maturity_bucket,amount_offered_min,amount_offered_max,bid_amount,amount_served,bid_to_cover,outstanding_notional,total_amount_issued,Vix_euro,auction_yield,weighted_average_price,benchmark_yield,auction_premium,auction_premium_bp,shock_outstanding,shock_mean_scaled,shock_zscore,shock_log_dev,shock_rolling,log_total_amount_issued,log_outstanding_notional,year,month,auction_type,maturity_year,class_bucket_raw
9/19/2024,FR001400BKZ3,12/31/2032,9/23/2024,8.281998631,medium,10000,12000,6459,2407,2.68,0,2407,15.4193,2.77,0.9442,2.28906405,0.48093595,48.09359497,,0.817746175,-0.388527624,-0.087888505,-0.174034887,7.786136438,,2024,9,adju_MT,2032,Benchmark
9/19/2024,FR001400PM68,12/31/2030,9/23/2024,6.280629706,medium,10000,12000,9125,3567,2.56,0,3567,15.4193,2.62,1.0064,2.039485443,0.580514557,58.05145566,,1.211840717,0.451600786,0.305455242,0.19721422,8.179480185,,2024,9,adju_MT,2030,Medium
10/17/2024,FR001400HI98,12/31/2029,10/21/2024,5.204654346,medium,10000,12000,8886,3640,2.44,1098,4738,18.2664,2.53,1.0089,2.020193209,0.509806791,50.98067906,4.315118397,1.609672363,1.299695931,0.589345442,0.538686368,8.463370385,7.001245622,2024,10,adju_MT,2029,Medium
10/17/2024,FR001400PM68,12/31/2030,10/21/2024,6.203969884,medium,10000,12000,7811,3027,2.58,881,3908,18.2664,2.61,1.0068,2.020193209,0.589806791,58.98067906,4.435868331,1.327690923,0.698569568,0.39675607,0.216971584,8.270781013,6.781057626,2024,10,adju_MT,2030,Medium
11/21/2024,FR0013516549,12/31/2030,11/25/2024,6.108145106,medium,9000,11000,3696,1223,3.02,355,1578,18.952,2.76,0.8493,2.096805995,0.663194005,66.31940047,4.445070423,0.536104472,-0.988929738,-0.510111442,-0.488395969,7.363913501,5.872117789,2024,11,adju_MT,2030,Medium
11/21/2024,FR001400PM68,12/31/2030,11/25/2024,6.108145106,medium,9000,11000,10053,3708,2.71,1116,4824,18.952,2.74,1.0005,2.096805995,0.643194005,64.31940047,4.322580645,1.638889717,1.361981313,0.607333795,0.527468468,8.481358738,7.017506143,2024,11,adju_MT,2030,Medium
1/23/2025,FR001400PM68,12/31/2030,1/27/2025,5.935660507,medium,11000,13000,19952,7674,2.6,0,7674,14.9751,2.84,0.9955,2.302240826,0.537759174,53.77591739,,2.607139238,3.426089907,1.071568328,1.253082795,8.945593271,,2025,1,adju_MT,2030,Medium
2/20/2025,FR001400PM68,12/31/2030,2/24/2025,5.859000684,medium,11500,13500,21732,7498,2.9,2597,10095,17.5164,2.75,1.0001,2.263182326,0.486817674,48.68176743,3.887177513,3.429641727,5.179495839,1.345770588,1.5213862,9.219795531,7.862112212,2025,2,adju_MT,2030,Medium
3/20/2025,FR0014007L00,12/31/2032,3/24/2025,7.783709788,medium,11500,13500,12447,3481,3.58,64,3545,19.004,3.1,0.8032,2.788280607,0.311719393,31.17193927,55.390625,1.20436651,0.435667316,0.299268496,-0.186133272,8.173293439,4.158883083,2025,3,adju_MT,2032,Benchmark
3/20/2025,FR001400H7V7,12/31/2033,3/24/2025,8.783025325,medium,11500,13500,10196,3216,3.17,0,3216,19.004,3.23,0.9836,2.788280607,0.441719393,44.17193927,,1.092593144,0.197389517,0.201868687,-0.269409159,8.07589363,,2025,3,adju_MT,2033,Benchmark
3/20/2025,FR001400PM68,12/31/2030,3/24/2025,5.782340862,medium,11500,13500,11103,3300,3.36,1165,4465,19.004,2.8,0.9976,2.393204188,0.406795813,40.67958125,3.832618026,1.516924251,1.101976055,0.52999955,0.062631391,8.404024493,7.060476366,2025,3,adju_MT,2030,Medium
4/3/2025,FR001400L834,12/31/2033,4/7/2025,8.744695414,medium,10000,12000,10849,2620,4.14,608,3228,25.5394,3.19,1.0228,2.688594212,0.501405788,50.14057882,5.309210526,1.096669985,0.2060805,0.205593086,-0.27249507,8.079618029,6.410174882,2025,4,adju_LT,2033,Benchmark
4/17/2025,FR001400BKZ3,12/31/2032,4/23/2025,7.707049966,medium,10000,12000,14243,3999,3.56,1408,5407,26.1784,2.98,0.9341,2.53019128,0.44980872,44.98087202,3.840198864,1.836956198,1.784218264,0.721424746,0.177888717,8.595449689,7.249925537,2025,4,adju_MT,2032,Benchmark
4/17/2025,FR001400Z2L7,12/31/2031,4/23/2025,6.704996578,medium,10000,12000,13852,4396,3.15,1301,5697,26.1784,2.73,0.9983,2.015371878,0.714628122,71.46281217,4.378939277,1.935479833,1.994250367,0.773670057,0.171117773,8.647694999,7.170888479,2025,4,adju_MT,2031,Medium
5/22/2025,FR0014007L00,12/31/2032,5/26/2025,7.611225188,medium,10500,12500,9320,2455,3.8,867,3322,18.3557,2.91,0.8181,2.697443262,0.212556738,21.25567378,3.83160323,1.128605232,0.274159872,0.234297347,-0.349637001,8.10832229,6.765038977,2025,5,adju_MT,2032,Benchmark
5/22/2025,FR001400Z2L7,12/31/2031,5/26/2025,6.6091718,medium,10500,12500,15421,6102,2.53,2142,8244,18.3557,2.72,0.9989,2.164913574,0.555086426,55.50864256,3.848739496,2.800789143,3.838911626,1.143215999,0.59868134,9.017240942,7.669495251,2025,5,adju_MT,2031,Medium
6/19/2025,FR001400PM68,12/31/2030,6/23/2025,5.533196441,medium,10000,12000,13481,3541,3.81,468,4009,24.949,2.53,1.0097,2.101727632,0.428272368,42.82723679,8.566239316,1.362004327,0.77171868,0.42227217,-0.245080501,8.296297113,6.148468296,2025,6,adju_MT,2030,Medium
6/19/2025,FR001400Z2L7,12/31/2031,6/23/2025,6.532511978,medium,10000,12000,16145,4720,3.42,276,4996,24.949,2.69,1.0005,2.101727632,0.588272368,58.82723679,18.10144928,1.697324425,1.486552077,0.642367928,-0.061754672,8.516392871,5.620400866,2025,6,adju_MT,2031,Medium
7/17/2025,FR0011883966,12/31/2030,7/21/2025,5.456536619,medium,10000,12000,9885,2833,3.49,0,2833,17.4186,2.58,0.9964,2.165110851,0.41488915,41.48891495,,0.962473998,-0.079997708,0.075066557,-0.424352744,7.9490915,,2025,7,adju_MT,2030,Medium
7/17/2025,FR001400Z2L7,12/31/2031,7/21/2025,6.455852156,medium,10000,12000,14169,5213,2.72,0,5213,17.4186,2.74,0.998,2.165110851,0.57488915,57.48891495,,1.771047283,1.64371403,0.684885842,0.154702353,8.558910785,,2025,7,adju_MT,2031,Medium
8/7/2025,FR0013313582,12/31/2034,8/11/2025,9.399041752,medium,8500,10500,11292,4580,2.47,0,4580,18.0797,3.17,0.8546,2.662778655,0.507221345,50.72213448,,1.555993968,1.185264647,0.555429334,0.012341131,8.429454277,,2025,8,adju_LT,2034,Benchmark
8/21/2025,FR0011883966,12/31/2030,8/25/2025,5.360711841,medium,8500,10500,6293,1345,4.68,0,1345,16.7329,2.62,0.9946,2.256948728,0.363051272,36.30512716,,0.456945827,-1.157679669,-0.669875651,-0.690151661,7.204149292,,2025,8,adju_MT,2030,Medium
8/21/2025,FR001400Z2L7,12/31/2031,8/25/2025,6.360027379,medium,8500,10500,11431,4000,2.86,0,4000,16.7329,2.77,0.9962,2.256948728,0.513051272,51.30512716,,1.358946697,0.765200442,0.420024697,-0.092181412,8.29404964,,2025,8,adju_MT,2031,Medium
9/18/2025,FR001400L834,12/31/2033,9/22/2025,8.284736482,medium,9500,11500,8203,2096,3.91,0,2096,15.4147,3.22,1.02,2.74172564,0.47827436,47.827436,,0.712088069,-0.613768948,-0.226238897,-0.504521009,7.647786045,,2025,9,adju_MT,2033,Benchmark
9/18/2025,FR001400Z2L7,12/31/2031,9/22/2025,6.283367556,medium,9500,11500,12562,4428,2.84,0,4428,15.4147,2.79,0.9955,2.251988613,0.538011387,53.80113868,,1.504353994,1.075178856,0.521678351,-0.017346599,8.395703294,,2025,9,adju_MT,2031,Medium
10/16/2025,FR0011883966,12/31/2030,10/20/2025,5.207392197,medium,9500,11500,6281,2403,2.61,0,2403,19.4014,2.48,1.0008,2.145116869,0.334883131,33.48831306,,0.816387228,-0.391424619,-0.089551707,-0.392529862,7.784473236,,2025,10,adju_MT,2030,Medium
10/16/2025,FR0014002WK3,12/31/2031,10/20/2025,6.206707734,medium,9500,11500,5560,1739,3.2,0,1739,19.4014,2.74,0.8478,2.145116869,0.594883131,59.48831306,,0.590802077,-0.872325709,-0.412959429,-0.48208081,7.461065514,,2025,10,adju_MT,2031,Medium
10/16/2025,FR001400Z2L7,12/31/2031,10/20/2025,6.206707734,medium,9500,11500,9250,2650,3.49,0,2650,19.4014,2.63,1.0032,2.145116869,0.484883131,48.48831306,,0.900302187,-0.212535207,0.008289976,-0.240597015,7.882314919,,2025,10,adju_MT,2031,Medium
